#{"t_start": 1733943896.3583431, "env_id": null}
r,l,t
104.9,98,29467.809176
102.05,42,29468.449803
104.85,97,29469.713512
103.75,75,29470.68186
103.4,68,29471.556289
104.1,83,29472.62229
100.9,18,29472.850291
102.25,45,29473.421973
103.55,71,29474.327019
104.1,90,29475.517148
103.05,61,29476.415762
101.8,36,29476.873985
103.45,69,29477.73158
103.85,78,29478.765582
102.2,44,29479.338271
102.95,59,29480.103191
102.05,41,29480.640748
104.25,85,29481.870564
102.5,53,29482.788014
104.65,97,29484.249266
102.35,47,29484.89373
103.3,76,29485.902943
104.25,85,29486.979372
105.1,108,29488.349937
101.4,28,29488.703873
105.25,108,29490.080873
102.6,52,29490.739153
102.2,45,29491.327245
103.85,77,29492.418733
104.8,96,29493.704879
104.7,96,29494.93323
103.3,66,29495.811902
103.25,65,29496.691071
104.4,89,29498.047779
100.65,18,29498.334759
103.55,71,29499.426403
103.35,67,29500.466569
102.75,55,29501.204585
100.05,1,29501.217101
104.15,87,29502.345824
101.75,35,29502.891486
104.35,87,29504.072389
102.65,53,29504.770737
104.15,83,29505.875409
103.05,61,29506.666401
102.7,54,29507.36671
104.2,84,29508.436009
105.5,115,29510.006215
105.35,107,29511.488256
102.75,55,29512.21594
104.7,99,29513.670671
103.05,62,29514.646597
105.2,105,29516.375769
101.25,25,29516.740733
102.65,53,29517.445081
103.1,62,29518.254614
104.4,90,29519.580528
101.45,29,29519.979437
101.85,37,29520.484365
102.7,54,29521.167149
104.5,90,29522.333963
105.0,113,29523.757529
103.8,79,29524.746039
104.2,84,29525.786872
103.4,79,29526.811751
105.75,115,29528.334194
102.4,50,29529.000049
101.85,37,29529.609585
103.5,70,29530.765866
104.95,103,29532.39534
104.6,102,29533.721601
103.5,70,29534.623168
104.4,89,29535.763082
103.95,79,29536.913379
105.75,115,29538.479272
104.25,101,29539.756224
101.6,34,29540.183845
104.45,89,29541.31953
103.8,82,29542.360042
103.45,69,29543.231096
104.0,80,29544.301022
104.5,93,29545.6561
103.0,60,29546.719329
103.3,66,29547.776365
102.9,58,29548.682102
105.3,106,29550.05636
103.55,71,29550.966909
104.25,85,29552.069879
104.1,82,29553.129214
100.05,1,29553.147785
103.65,73,29554.28761
101.85,37,29554.817665
104.3,92,29555.980733
104.9,98,29557.365433
104.0,80,29558.364834
105.65,113,29559.853185
102.75,55,29560.584781
104.75,95,29561.944451
102.05,43,29562.577913
104.45,89,29564.055545
104.1,82,29565.247565
104.55,106,29566.634851
103.15,63,29567.449963
105.0,101,29568.757302
104.25,87,29569.866796
105.55,111,29571.3261
100.25,5,29571.388787
103.75,75,29572.346449
103.7,74,29573.445146
103.95,79,29574.501837
105.05,106,29575.867577
103.7,74,29576.804037
103.4,68,29577.883074
102.4,48,29578.627474
106.25,126,29580.624579
105.4,108,29582.056138
104.35,92,29583.255159
102.95,59,29584.116464
104.2,84,29585.253681
103.8,91,29586.442249
106.05,121,29587.974425
102.7,54,29588.67579
102.65,53,29589.344562
100.0,1,29589.3571
105.2,104,29590.741695
102.9,58,29591.653973
102.55,51,29592.329411
104.7,94,29593.632373
103.9,82,29594.93136
101.7,34,29595.481031
103.65,73,29596.608291
103.55,86,29597.747518
105.2,111,29599.166528
103.75,75,29600.283356
104.65,93,29601.534037
104.75,99,29602.79492
102.35,47,29603.377099
106.1,122,29604.927716
103.2,64,29605.737372
100.05,1,29605.749894
105.85,117,29607.230592
104.1,82,29608.356194
103.0,60,29609.18556
104.15,83,29610.501916
103.55,71,29611.677938
103.2,64,29612.666054
103.1,62,29613.472446
106.1,122,29615.04884
103.4,69,29615.94529
104.45,93,29617.173439
104.65,93,29618.576736
103.1,62,29619.371875
103.95,79,29620.37605
104.45,92,29621.554758
103.55,80,29622.572032
101.65,33,29622.988628
103.6,72,29623.919475
103.6,84,29625.051558
103.2,64,29626.06491
104.45,94,29627.600254
105.5,115,29629.33215
102.8,56,29630.053305
104.8,101,29631.346337
103.0,69,29632.238562
103.95,80,29633.275773
102.4,55,29633.98213
103.7,74,29634.942293
103.35,67,29635.817377
104.85,97,29637.097414
103.75,75,29638.157336
103.25,65,29639.119013
102.75,56,29639.851429
103.9,78,29640.863757
102.95,59,29641.749127
103.8,76,29642.814399
104.3,90,29644.095565
103.55,71,29645.19025
103.9,78,29646.23703
104.05,81,29647.241017
102.9,58,29648.020527
103.3,66,29648.869908
103.7,74,29649.821982
104.35,87,29650.925013
103.75,90,29652.060986
105.15,104,29653.361171
105.5,110,29654.983354
103.75,75,29655.93496
104.3,89,29657.093458
102.65,61,29658.029651
104.3,86,29659.314095
103.1,62,29660.246293
103.75,75,29661.269168
104.35,87,29662.35544
102.15,43,29662.911318
102.15,45,29663.479015
103.05,61,29664.235426
102.25,47,29664.840807
105.3,106,29666.327718
103.55,71,29667.209263
103.25,65,29668.055515
103.4,68,29668.950683
103.55,85,29670.097278
102.85,57,29670.843146
103.75,76,29671.952051
100.05,1,29671.970088
103.55,71,29672.977089
103.3,66,29673.985102
102.4,48,29674.726301
105.2,105,29676.393122
102.7,54,29677.121289
103.4,68,29677.999072
105.8,116,29679.488379
104.5,90,29680.659232
105.65,114,29682.309385
104.35,87,29683.423461
103.55,71,29684.340001
103.6,72,29685.293682
103.4,68,29686.220765
102.6,52,29686.935429
104.8,99,29688.280529
104.4,88,29689.503544
104.45,89,29690.913318
103.0,60,29691.86384
105.1,102,29693.39171
104.35,89,29694.548508
104.35,87,29695.665827
104.55,95,29696.897961
104.25,85,29697.98903
104.85,103,29699.459423
103.65,73,29700.542956
104.0,80,29701.57076
105.3,109,29702.960999
103.65,73,29703.943794
104.7,94,29705.352051
105.4,113,29707.095999
103.4,68,29708.270074
102.65,53,29709.085282
102.65,56,29709.844174
103.35,80,29710.886972
104.05,81,29711.932414
104.2,95,29713.140364
104.8,96,29714.387788
102.5,50,29715.053494
104.55,95,29716.300673
104.5,92,29717.469711
103.8,76,29718.446397
105.7,114,29720.083586
104.25,85,29721.257001
103.15,63,29722.253324
102.8,56,29723.131812
104.75,95,29724.623315
100.0,1,29724.635841
104.05,81,29725.782982
104.35,88,29727.035936
104.15,89,29728.174029
103.25,76,29729.177937
103.5,70,29730.090827
105.2,106,29731.52863
104.35,87,29732.607399
105.55,111,29733.977065
104.05,82,29735.165932
103.55,87,29736.391078
101.9,38,29736.880177
103.3,66,29737.890603
103.95,79,29739.126417
106.0,121,29740.937966
104.0,80,29741.969536
104.0,80,29742.991264
105.25,116,29744.500201
103.15,63,29745.307355
104.7,94,29746.653246
104.25,92,29747.810783
101.5,31,29748.199763
103.6,72,29749.138398
104.05,81,29750.172114
102.95,59,29750.936869
102.75,55,29751.622158
104.75,95,29752.954509
101.35,27,29753.378629
104.65,93,29754.741609
105.75,116,29756.450353
104.0,80,29757.497353
103.0,60,29758.239252
103.1,62,29759.008692
104.5,90,29760.121593
102.7,54,29760.810382
103.4,68,29761.688779
104.35,87,29762.96185
101.55,31,29763.402243
102.45,49,29764.049979
103.1,63,29764.871955
101.15,23,29765.171822
103.5,71,29766.100968
102.85,57,29766.860591
106.05,121,29768.431895
101.3,28,29768.783648
100.0,1,29768.796177
102.75,55,29769.647454
104.3,86,29770.956588
104.6,92,29772.387543
103.8,88,29773.701945
104.45,92,29774.92803
104.2,84,29776.021973
105.0,102,29777.330564
103.2,64,29778.177748
105.1,105,29779.524918
103.85,77,29780.663539
103.5,70,29781.593613
105.45,109,29783.036505
104.05,85,29784.165744
105.2,104,29785.568668
104.2,84,29786.794771
104.65,94,29788.21472
103.5,70,29789.237769
103.45,69,29790.253218
104.8,103,29791.569434
104.35,95,29792.805194
103.8,76,29793.784615
101.7,34,29794.217732
103.1,72,29795.124814
100.05,1,29795.137329
104.7,94,29796.351331
104.45,96,29797.573061
102.2,44,29798.128025
104.1,82,29799.173268
104.0,83,29800.304269
103.1,62,29801.260887
104.0,84,29802.538631
103.7,74,29803.687874
105.15,108,29805.327868
103.15,63,29806.131418
104.95,99,29807.5509
105.15,111,29809.023928
103.75,75,29809.993819
101.85,37,29810.459896
103.25,65,29811.284511
100.05,1,29811.297035
104.95,99,29812.565421
101.55,31,29812.957989
104.0,80,29813.969743
102.8,56,29814.694689
105.15,104,29816.044415
102.3,46,29816.769531
101.15,23,29817.083495
103.5,70,29818.20751
103.7,74,29819.227123
101.2,24,29819.552156
101.45,29,29819.959211
105.45,109,29821.453786
104.95,99,29822.72718
103.85,77,29823.747855
104.9,100,29825.016989
104.7,100,29826.276101
104.05,81,29827.361632
104.75,101,29828.744852
105.1,102,29830.047824
104.95,101,29831.353847
103.1,62,29832.179527
103.0,60,29832.932343
102.3,48,29833.66157
103.5,70,29834.831632
101.85,39,29835.459303
103.35,67,29836.519522
102.1,43,29837.099903
104.1,82,29838.146452
103.6,82,29839.207136
104.15,83,29840.274322
103.7,74,29841.24493
102.6,52,29841.941655
103.4,74,29842.907564
104.7,94,29844.283689
102.85,57,29845.031918
105.6,112,29846.437248
102.35,47,29847.039901
105.15,103,29848.354463
103.2,64,29849.305546
104.2,84,29850.606613
100.05,1,29850.628673
103.85,85,29851.950612
104.55,138,29853.883519
103.85,77,29855.053711
103.1,63,29855.899906
104.4,92,29857.093876
104.55,91,29858.26186
102.6,53,29858.936889
104.5,90,29860.105297
103.1,62,29860.909388
104.5,91,29862.242186
104.0,80,29863.257668
104.15,83,29864.323016
103.55,72,29865.273389
104.7,94,29866.842321
104.65,96,29868.420943
103.9,93,29869.71487
103.55,71,29870.658491
104.05,81,29871.790841
103.75,75,29872.75106
104.1,82,29873.796171
103.1,62,29874.578044
102.35,47,29875.170742
103.55,71,29876.06764
103.25,65,29876.908464
102.0,42,29877.449263
104.75,95,29878.641282
103.9,78,29879.677258
101.95,39,29880.193303
105.4,115,29881.888193
104.95,99,29883.34064
103.6,72,29884.404542
102.8,56,29885.228486
103.2,64,29886.047236
105.6,112,29887.444407
104.0,80,29888.51731
104.45,89,29889.763812
103.95,95,29890.962847
102.65,53,29891.636149
102.2,44,29892.190605
103.35,67,29893.072315
105.55,111,29894.51699
104.7,97,29895.729407
102.55,53,29896.391447
104.55,104,29898.019033
102.7,54,29898.882116
103.4,68,29899.894658
101.2,24,29900.281834
105.55,111,29901.900583
103.85,77,29903.007665
103.4,68,29903.996408
103.1,62,29904.894719
103.9,78,29906.079781
102.5,50,29906.795692
103.9,78,29907.858531
103.4,68,29908.874599
102.75,60,29909.805063
104.35,103,29911.28557
104.0,80,29912.312021
105.0,108,29914.05929
103.95,79,29915.441431
102.2,44,29916.297283
102.0,40,29917.015973
104.1,91,29918.445975
102.8,56,29919.304047
102.85,57,29920.171378
102.6,52,29920.960774
103.2,64,29921.901722
101.4,29,29922.34318
100.75,17,29922.573914
101.55,31,29923.048413
103.35,70,29924.096482
100.55,11,29924.254336
102.05,41,29924.910655
103.95,95,29926.691248
104.5,90,29928.076829
104.05,81,29929.394549
102.7,54,29930.314722
100.05,1,29930.329276
103.2,64,29931.371873
101.9,38,29932.013846
103.65,73,29933.196097
105.0,100,29934.686432
103.9,78,29935.83639
102.7,54,29936.759539
103.8,76,29937.930845
102.75,56,29938.81566
105.35,107,29940.257703
104.25,85,29941.391912
103.75,75,29942.415944
100.0,1,29942.43297
101.7,34,29943.051271
101.75,35,29943.649869
102.8,56,29944.483831
104.6,92,29945.995974
102.95,59,29947.003815
103.6,72,29948.225072
103.55,75,29949.398479
103.35,67,29950.36012
103.7,74,29951.425341
102.95,59,29952.426791
103.0,60,29953.354445
100.95,19,29953.627535
103.7,86,29954.815523
104.8,98,29956.201135
103.05,61,29957.072943
102.3,46,29957.726555
103.6,72,29958.739105
105.2,104,29960.206535
103.35,67,29961.111382
103.75,89,29962.715806
103.5,70,29963.915256
104.3,86,29965.325823
102.5,50,29966.03544
102.45,49,29966.740327
106.05,121,29968.494497
103.5,70,29969.460346
101.95,39,29970.123379
102.8,64,29971.100063
103.75,75,29972.134843
105.65,113,29974.080075
103.9,78,29975.400567
103.7,74,29976.576939
104.35,87,29978.066961
102.1,42,29978.756702
103.35,75,29980.139875
104.0,81,29981.444153
104.0,96,29982.901743
104.4,88,29984.161288
104.15,95,29985.569736
103.9,84,29986.764692
103.8,76,29987.889081
101.45,29,29988.279329
103.25,65,29989.259399
101.7,34,29989.713068
103.55,74,29990.834894
103.3,66,29991.80108
103.15,63,29992.675814
103.1,67,29993.730335
104.65,93,29995.314944
104.75,104,29997.108898
102.6,52,29997.963361
104.95,106,29999.516176
103.15,63,30000.437735
101.45,29,30000.883246
102.55,51,30001.633807
101.8,36,30002.171046
103.55,71,30003.194141
103.75,75,30004.339833
103.0,60,30005.213332
103.35,67,30006.264325
103.25,65,30007.301947
102.55,51,30008.088712
102.05,41,30008.697254
103.35,67,30009.767216
103.75,75,30010.990753
103.35,67,30012.069945
103.25,65,30013.153595
101.75,35,30013.643761
103.15,63,30014.543774
100.0,1,30014.566332
104.45,89,30015.863476
103.85,80,30017.044541
104.9,98,30018.563424
105.35,107,30020.158945
103.85,77,30021.330688
105.15,103,30022.724522
104.55,93,30024.208759
101.4,28,30024.679572
103.5,85,30026.097872
103.1,62,30027.156328
105.2,104,30028.868032
103.65,73,30030.010327
103.05,61,30030.895607
105.7,116,30032.551879
104.65,93,30034.011304
103.2,72,30035.109068
104.1,82,30036.398914
102.75,55,30037.22967
102.25,45,30037.880806
102.6,52,30038.661014
102.4,48,30039.373967
103.2,64,30040.23824
105.6,113,30042.044746
105.25,105,30043.843757
102.3,46,30044.675919
102.9,58,30045.653134
104.25,85,30046.89029
104.85,97,30048.344355
104.1,93,30049.704236
103.3,66,30050.700827
104.25,85,30052.093265
101.45,29,30052.5831
103.5,70,30053.587685
104.35,87,30054.797291
102.8,56,30055.589883
103.25,65,30056.556671
102.15,43,30057.180716
102.4,49,30057.990541
103.15,63,30059.072237
102.25,47,30059.908122
103.55,77,30061.271906
104.55,91,30062.60032
102.5,50,30063.30711
103.45,69,30064.328811
104.4,88,30065.634302
100.65,13,30065.815632
104.3,86,30067.112996
103.45,69,30068.211285
105.75,116,30069.858963
103.3,66,30070.803045
103.75,88,30072.154334
104.15,86,30073.445472
104.7,98,30075.189987
104.35,87,30076.605671
100.05,1,30076.620197
103.4,73,30077.72714
103.8,76,30078.969077
103.35,67,30080.016431
102.75,55,30080.781367
102.9,61,30081.69153
102.6,52,30082.388987
102.95,59,30083.213743
104.8,97,30084.595042
103.3,66,30085.507061
103.45,69,30086.425051
104.1,82,30087.583204
103.9,78,30088.845892
103.45,69,30089.976386
100.55,11,30090.156875
105.05,102,30091.892191
103.7,74,30093.103124
103.9,92,30094.423476
103.05,62,30095.347894
105.6,112,30096.998339
101.75,35,30097.518856
104.75,96,30098.959173
103.35,70,30100.011408
102.0,40,30100.643941
104.25,88,30102.049047
102.7,54,30102.861506
104.25,96,30104.399196
102.5,50,30105.132951
103.5,79,30106.563047
102.25,46,30107.331812
102.65,53,30108.203351
101.0,20,30108.569863
103.5,70,30109.659168
103.6,73,30110.777841
103.45,70,30111.855624
103.7,74,30112.970948
101.05,21,30113.282848
103.4,68,30114.295634
104.15,83,30115.635355
103.8,76,30116.835689
103.15,67,30117.761013
105.5,110,30119.341685
103.3,66,30120.331592
104.35,87,30121.714841
103.8,76,30123.021092
101.75,35,30123.617504
103.55,71,30124.834808
104.55,91,30126.332894
105.55,111,30127.990891
102.25,46,30128.687773
101.4,28,30129.105258
102.95,59,30129.964724
103.2,64,30130.913768
103.2,64,30131.937006
103.05,61,30132.823562
102.85,57,30133.685861
104.55,96,30134.993967
101.45,29,30135.42136
103.15,63,30136.331355
102.8,56,30137.144174
102.15,43,30137.925715
105.5,110,30139.713093
103.8,87,30141.137797
103.5,70,30142.283181
103.85,77,30143.475862
101.15,23,30143.827615
100.05,1,30143.842275
101.6,34,30144.384888
104.4,88,30145.760727
104.1,82,30146.991791
103.35,67,30148.028486
100.05,1,30148.047521
103.3,81,30149.263255
105.1,105,30150.953757
102.8,56,30151.828539
103.15,63,30152.735893
103.65,73,30154.042108
103.65,73,30155.300128
103.8,89,30156.796914
103.55,71,30157.856805
104.05,81,30159.067001
102.15,44,30159.779866
101.4,29,30160.285314
105.05,103,30161.931442
105.7,116,30163.567008
104.35,87,30164.756559
102.55,57,30165.568331
106.1,123,30167.306161
103.6,72,30168.347693
102.35,47,30169.114506
103.3,66,30170.337944
106.3,126,30172.475355
103.45,69,30173.617813
103.2,65,30174.594959
102.8,56,30175.468495
101.9,38,30176.054666
104.45,90,30177.390423
105.0,100,30178.915703
102.45,49,30179.585129
102.7,59,30180.513061
102.9,58,30181.381434
101.5,30,30181.811933
102.2,44,30182.419393
101.95,39,30182.978182
103.5,70,30184.096992
103.25,66,30185.078255
104.8,98,30186.826341
103.3,66,30188.069871
103.95,96,30189.630972
104.5,90,30190.956652
103.55,71,30191.968682
104.85,101,30193.562234
105.3,106,30195.030979
102.0,40,30195.585574
105.85,117,30197.464415
103.9,78,30198.528768
104.1,82,30199.678195
103.7,74,30200.818347
101.35,27,30201.225242
103.6,72,30202.393738
103.55,71,30203.54482
104.3,86,30204.96192
102.7,54,30205.793302
103.05,61,30206.600982
103.35,67,30207.617931
102.5,50,30208.303168
103.4,68,30209.241549
103.35,72,30210.26409
104.25,85,30211.401727
101.65,33,30211.835409
104.9,98,30213.166919
101.15,23,30213.465827
103.65,73,30214.711314
103.55,71,30215.965617
102.1,42,30216.646248
103.45,69,30217.796505
104.35,102,30219.529505
105.8,116,30221.429383
102.3,46,30222.005128
104.65,93,30223.187691
103.55,71,30224.267746
101.4,28,30224.631693
104.35,87,30225.761499
101.65,33,30226.190509
103.0,60,30226.974978
103.9,94,30228.211626
103.45,69,30229.100252
103.45,69,30229.980156
103.25,65,30230.804451
102.2,44,30231.37798
104.0,80,30232.395756
102.7,55,30233.098213
103.4,68,30234.119514
103.75,75,30235.465075
103.65,73,30236.511685
105.1,103,30237.922983
103.25,65,30238.761748
102.4,48,30239.361486
103.95,94,30240.531919
104.15,83,30241.752022
101.3,26,30242.125567
103.65,73,30243.09324
103.45,69,30244.004957
103.6,72,30244.950641
102.7,55,30245.681355
104.2,84,30246.761801
101.65,33,30247.190922
102.5,50,30247.823043
103.4,68,30248.73079
103.9,78,30249.85413
103.85,77,30251.178782
102.7,55,30252.111403
100.05,1,30252.127425
103.45,69,30253.12984
102.35,47,30253.781463
105.5,110,30255.271033
101.85,37,30255.765345
100.95,21,30256.045437
104.75,95,30257.263432
101.15,23,30257.555047
105.0,101,30258.874201
104.15,83,30259.934417
105.05,101,30261.206703
103.85,95,30262.505617
104.8,96,30263.784063
105.55,111,30265.281721
104.5,90,30266.654715
105.2,104,30268.27959
103.15,63,30269.286981
103.05,62,30270.102072
102.15,43,30270.663262
103.95,91,30271.851779
103.15,63,30272.659667
102.7,54,30273.358463
105.45,109,30274.795237
104.8,102,30276.090148
104.7,99,30277.417269
104.0,95,30278.736033
103.5,70,30279.673165
103.95,79,30280.690124
104.3,86,30281.93077
103.15,73,30283.101702
104.15,83,30284.407632
103.75,75,30285.499037
103.95,83,30286.571962
103.75,75,30287.563815
103.2,69,30288.516403
105.75,115,30290.089413
104.9,98,30291.340451
105.5,110,30292.74791
102.8,67,30293.585018
100.0,1,30293.597535
103.55,71,30294.479189
102.3,46,30295.172836
103.7,74,30296.308159
104.5,90,30297.539212
102.9,58,30298.431251
105.85,119,30300.337584
104.5,94,30301.607246
100.05,1,30301.620758
103.25,65,30302.455498
101.75,35,30302.928421
103.1,62,30303.733455
103.4,68,30304.842167
102.7,55,30305.591295
103.4,68,30306.485445
103.25,69,30307.386557
104.9,98,30308.621641
102.7,54,30309.292984
105.5,110,30310.680681
103.25,78,30311.693797
103.6,72,30312.642852
100.85,19,30312.903875
103.05,61,30313.839363
103.3,66,30314.825546
103.0,62,30315.83667
103.7,74,30317.023602
102.7,54,30317.732837
102.3,46,30318.339077
104.9,98,30319.618392
100.05,1,30319.630905
104.15,83,30320.71193
103.6,72,30321.677438
105.0,100,30323.090819
102.8,56,30323.858321
103.8,88,30325.020846
102.35,47,30325.657481
102.65,53,30326.39016
103.2,64,30327.208173
101.9,38,30327.709394
102.65,61,30328.510324
104.4,88,30329.740402
105.0,100,30331.135743
103.9,78,30332.371961
102.65,56,30333.277943
103.9,78,30334.297028
104.65,97,30335.517953
100.05,1,30335.538514
103.85,77,30336.499036
103.9,82,30337.520372
103.1,62,30338.294508
104.2,84,30339.365337
103.4,75,30340.319199
103.9,78,30341.31184
104.1,85,30342.389292
101.8,36,30342.860739
104.55,91,30344.208456
101.0,20,30344.503725
104.8,96,30345.893003
102.75,55,30346.711197
104.55,96,30348.184104
102.0,40,30348.809222
103.55,71,30349.813504
103.6,72,30350.90009
102.8,56,30351.623794
104.1,82,30352.684615
104.6,92,30353.863005
102.85,57,30354.60705
103.8,76,30355.598161
103.1,62,30356.403628
104.55,92,30357.581076
105.3,107,30359.042217
102.6,55,30359.835188
103.25,65,30360.715916
102.15,43,30361.306658
104.1,82,30362.554384
101.8,37,30363.108204
103.4,68,30364.163133
103.8,76,30365.263021
106.2,124,30366.877252
102.3,55,30367.586085
102.65,57,30368.32087
102.7,54,30369.031817
104.1,82,30370.138058
103.15,67,30371.105559
105.55,111,30372.519386
104.05,91,30373.719671
104.25,97,30375.012071
102.75,55,30375.702886
104.85,97,30376.978497
103.45,69,30378.126881
102.8,56,30378.935665
102.9,58,30379.829811
105.55,111,30381.443646
103.6,72,30382.380622
106.0,120,30383.934492
103.45,69,30384.803214
103.6,72,30385.716597
103.3,66,30386.696748
103.7,74,30387.680434
103.25,65,30388.576944
104.95,100,30389.968692
100.05,1,30389.982224
104.45,93,30391.177632
103.55,71,30392.157922
103.5,70,30393.059284
102.45,49,30393.793965
103.85,77,30395.004264
103.05,61,30395.949183
103.9,92,30397.331674
103.55,71,30398.343855
103.85,77,30399.349324
105.15,104,30400.710766
103.3,66,30401.560133
102.4,48,30402.183872
103.25,65,30403.028838
104.1,82,30404.109659
104.9,98,30405.542969
102.95,62,30406.390947
103.45,69,30407.438741
101.65,33,30407.947583
101.15,23,30408.291306
104.1,86,30409.476245
103.7,74,30410.649196
103.3,78,30411.905268
104.75,101,30413.434745
100.05,1,30413.45279
104.35,87,30414.724051
102.65,53,30415.417147
105.75,115,30416.91208
103.2,64,30417.74891
104.45,89,30418.921306
102.05,41,30419.442173
101.9,40,30419.949693
105.1,105,30421.281753
103.2,64,30422.10795
106.1,124,30423.703319
104.4,88,30424.959564
102.6,52,30425.686875
103.0,60,30426.577097
105.95,119,30428.405966
104.6,92,30429.614934
105.25,105,30430.952748
104.5,91,30432.284027
104.25,85,30433.391527
105.45,109,30434.817681
100.8,16,30435.025616
104.6,92,30436.239451
103.0,60,30437.02683
103.4,68,30437.90379
103.35,78,30438.915993
102.4,48,30439.55694
102.15,43,30440.113734
103.2,64,30441.057923
104.25,86,30442.316476
104.2,84,30443.523216
100.65,13,30443.747675
103.4,68,30444.732867
104.65,93,30445.94816
103.9,79,30446.964538
105.25,107,30448.330882
103.0,66,30449.169373
103.3,66,30449.991402
103.7,76,30450.947523
103.7,74,30452.026082
103.6,72,30452.963072
103.85,90,30454.132106
104.55,94,30455.365196
105.85,117,30456.907379
105.0,100,30458.493081
103.2,64,30459.461486
102.45,49,30460.215022
102.25,45,30460.977631
104.25,85,30462.06879
102.9,58,30462.807284
104.35,94,30464.014485
103.15,63,30464.810676
103.45,69,30465.687819
104.4,88,30466.81298
103.15,63,30467.774984
100.05,1,30467.7915
104.0,93,30469.023571
104.35,87,30470.176759
103.95,79,30471.199019
102.95,59,30472.00945
104.55,104,30473.36427
104.1,91,30474.78861
103.85,77,30476.015377
104.8,96,30477.403098
103.3,66,30478.252151
101.75,35,30478.811746
101.7,34,30479.270768
102.95,59,30480.041318
103.35,67,30480.914972
102.55,51,30481.598984
103.1,62,30482.400093
103.4,78,30483.378384
104.8,96,30484.87147
105.0,100,30486.330921
102.9,58,30487.114398
103.2,64,30487.950243
102.55,51,30488.623006
104.5,90,30489.925389
102.0,42,30490.586545
103.35,67,30491.623697
103.9,79,30492.870509
104.1,82,30493.939382
104.05,81,30495.130659
100.05,1,30495.146701
103.1,62,30496.028113
104.4,88,30497.176117
102.7,54,30497.885633
103.9,78,30498.885926
102.35,47,30499.481049
102.5,50,30500.114707
103.25,81,30501.173243
102.5,50,30501.795235
102.65,53,30502.453528
106.3,126,30504.10051
102.45,49,30504.735193
101.35,27,30505.07661
103.25,65,30506.129066
102.5,50,30506.83533
102.0,40,30507.467242
102.5,50,30508.255277
103.1,62,30509.127834
102.85,57,30509.837192
102.85,57,30510.577684
103.25,65,30511.402905
103.25,69,30512.325777
104.35,87,30513.536693
102.95,59,30514.350174
103.3,66,30515.215713
102.8,56,30515.950527
100.05,1,30515.964545
102.05,41,30516.492774
101.3,26,30516.823842
104.85,100,30518.092754
104.55,91,30519.272025
102.65,53,30519.997133
103.15,63,30520.820349
104.05,84,30522.182018
103.85,78,30523.437452
105.7,114,30525.196911
103.25,65,30526.041981
102.9,58,30526.805761
104.25,96,30528.047816
104.1,82,30529.140035
102.95,59,30529.895514
103.55,85,30531.027608
103.4,68,30531.953131
103.35,67,30532.908113
102.5,50,30533.613145
105.6,113,30535.095967
100.2,4,30535.14753
105.7,114,30536.666505
102.75,55,30537.545858
100.65,13,30537.752035
103.0,60,30538.795828
102.4,48,30539.584818
104.5,94,30541.093161
101.6,32,30541.516563
103.5,70,30542.407415
103.8,76,30543.376966
100.05,1,30543.38949
103.0,60,30544.17941
102.1,42,30544.733328
102.3,46,30545.340105
103.6,72,30546.281317
105.05,107,30547.683086
102.85,57,30548.449846
102.6,52,30549.262853
100.95,19,30549.509735
103.6,72,30550.457127
104.1,82,30551.502844
104.35,87,30552.59655
103.85,95,30553.883219
103.1,62,30554.744048
103.25,66,30555.725353
105.65,113,30557.315359
104.2,84,30558.384623
104.0,84,30559.455909
104.5,90,30560.723655
104.15,90,30561.896029
103.65,73,30562.861595
102.8,56,30563.559407
103.75,75,30564.495648
103.55,71,30565.414834
103.85,93,30566.760524
101.95,39,30567.301615
104.3,91,30568.469186
104.0,80,30569.555528
104.9,101,30571.049854
103.95,79,30572.196115
104.1,82,30573.347504
102.45,49,30573.970822
102.75,55,30574.66667
104.45,92,30575.875201
103.4,68,30576.868487
103.4,68,30577.728551
104.35,87,30578.85592
104.4,100,30580.166039
103.05,72,30581.107715
103.9,78,30582.119572
103.95,79,30583.128841
104.15,83,30584.249525
104.1,82,30585.341381
100.85,17,30585.595648
102.95,59,30586.519674
102.75,55,30587.449016
103.1,62,30588.42561
102.05,41,30589.064239
104.5,90,30590.274152
103.6,72,30591.246177
103.5,83,30592.315533
103.5,70,30593.343327
101.45,29,30593.770566
103.7,74,30594.85646
103.7,74,30595.810362
104.6,92,30596.991605
102.65,53,30597.662911
101.35,27,30598.006847
105.35,107,30599.373143
105.0,102,30600.742096
105.3,106,30602.230504
105.6,112,30604.11286
100.05,1,30604.129408
103.45,78,30605.334372
104.5,90,30606.498468
103.4,68,30607.387533
102.9,60,30608.157538
105.05,102,30609.467414
102.4,48,30610.103185
103.1,62,30610.882944
102.3,46,30611.453145
105.0,100,30612.774687
103.3,66,30613.613743
105.35,107,30615.124012
103.65,73,30616.058589
105.2,111,30617.535863
103.05,61,30618.360802
103.7,74,30619.440164
104.4,88,30620.739426
101.4,29,30621.199939
103.3,66,30622.123096
104.05,81,30623.162997
105.05,102,30624.479035
103.0,61,30625.261619
101.55,31,30625.661171
103.85,77,30626.64925
101.3,28,30627.005672
102.45,49,30627.631331
104.15,83,30628.689725
104.6,92,30629.886913
101.1,22,30630.241454
103.4,68,30631.275571
102.6,52,30631.939695
103.2,64,30632.821425
104.1,82,30634.134056
102.1,44,30634.761526
101.1,22,30635.085765
103.5,70,30636.146964
