#{"t_start": 1733943896.3583431, "env_id": null}
r,l,t
102.5,51,57337.237079
100.05,1,57337.25059
104.7,94,57338.487487
104.6,92,57339.687941
102.9,59,57340.544013
103.65,73,57341.486484
103.35,69,57342.403228
104.25,85,57343.594147
100.05,1,57343.615191
103.55,71,57344.633117
103.9,80,57345.840364
104.5,91,57347.360651
103.95,80,57348.620083
103.35,67,57349.488171
103.2,64,57350.316869
103.25,65,57351.16452
103.65,74,57352.144963
103.5,70,57353.078843
104.35,87,57354.206824
103.5,70,57355.112923
103.35,67,57356.084099
103.45,69,57357.098929
104.1,82,57358.184061
103.3,68,57359.070765
103.6,72,57360.086024
102.45,50,57360.727712
103.5,70,57361.792945
101.45,29,57362.254555
104.6,92,57363.697569
103.65,73,57364.748564
103.35,67,57365.616678
101.75,35,57366.076499
101.7,34,57366.521959
103.9,78,57367.680619
102.95,59,57368.478506
104.25,86,57369.61538
104.5,90,57370.797796
104.25,85,57371.884141
104.05,81,57372.918073
103.55,71,57373.903228
102.8,56,57374.686311
101.9,38,57375.247846
102.55,51,57375.945513
104.65,93,57377.259439
102.85,57,57378.153957
102.95,60,57379.111215
104.95,99,57380.672247
102.1,42,57381.252869
102.6,52,57381.939331
102.65,53,57382.65456
102.35,47,57383.401579
103.35,67,57384.328261
105.2,110,57385.781938
100.0,1,57385.793979
101.25,25,57386.116078
103.65,75,57387.060551
102.5,50,57387.705854
103.45,69,57388.63803
104.75,95,57389.82747
103.35,68,57390.693536
103.75,75,57391.7136
104.05,81,57392.765621
103.0,61,57393.740463
105.7,114,57395.580747
103.55,71,57396.683536
103.1,62,57397.511072
103.85,78,57398.51855
104.95,99,57399.796505
102.1,43,57400.369639
103.7,76,57401.506294
102.65,53,57402.228759
103.25,67,57403.089649
102.65,54,57403.78601
105.2,104,57405.111035
103.15,64,57405.92768
104.6,92,57407.118858
103.05,62,57407.928376
104.15,83,57409.056782
102.95,59,57410.037477
102.7,54,57410.942869
102.6,52,57411.781883
103.75,75,57412.862991
102.35,47,57413.478609
103.4,69,57414.37519
104.25,86,57415.493028
101.0,20,57415.749619
104.8,96,57417.008374
104.65,93,57418.213341
104.05,81,57419.341736
103.1,62,57420.14147
105.05,101,57421.50632
102.35,47,57422.131736
103.15,63,57422.950928
102.3,48,57423.621268
103.65,75,57424.663605
105.3,110,57426.328243
103.5,70,57427.42217
104.9,102,57429.089231
104.15,83,57430.181513
104.7,94,57431.399776
103.15,65,57432.260239
103.25,65,57433.119894
104.4,88,57434.248256
105.85,117,57435.748134
100.05,1,57435.765176
103.25,66,57436.624115
103.1,62,57437.508459
103.7,76,57438.578765
104.4,89,57439.729227
104.1,82,57440.77662
105.0,100,57442.420446
104.5,90,57443.749285
104.4,88,57445.023599
102.45,50,57445.65587
103.75,75,57446.602107
103.75,75,57447.549293
103.85,78,57448.599293
103.2,65,57449.580801
105.6,112,57451.036525
103.85,77,57452.037396
104.15,83,57453.114424
103.6,72,57454.043856
105.25,105,57455.44562
104.35,88,57456.695652
102.85,57,57457.510337
101.55,31,57457.959419
104.05,81,57459.162788
104.0,80,57460.369651
101.45,29,57460.763803
100.45,9,57460.877593
103.5,70,57461.779335
104.2,84,57462.857722
100.35,7,57462.953477
103.8,76,57463.934201
103.3,66,57464.862872
100.05,1,57464.882927
103.7,76,57465.969352
104.9,98,57467.2367
103.75,75,57468.219142
102.4,50,57468.859538
103.65,76,57469.843374
102.5,52,57470.52144
103.25,65,57471.353636
102.5,50,57472.063632
104.9,98,57473.430893
104.05,81,57474.647343
103.35,67,57475.736145
101.2,24,57476.204273
104.05,81,57477.347441
104.55,91,57478.551212
104.85,97,57479.807462
103.55,71,57480.796901
103.55,71,57481.735307
101.75,35,57482.195168
104.35,87,57483.522406
102.05,41,57484.0582
102.15,47,57484.67974
104.4,88,57485.801186
102.9,59,57486.578053
103.5,70,57487.461101
104.85,97,57488.773426
100.05,1,57488.786968
102.65,54,57489.654788
102.6,52,57490.484711
103.3,66,57491.56409
100.75,15,57491.82558
103.7,74,57493.048408
105.25,105,57494.436295
105.45,109,57495.864747
100.05,1,57495.877281
104.25,85,57497.001089
102.4,49,57497.636528
101.8,36,57498.13535
103.55,71,57499.061717
103.45,69,57499.92814
28.25,1200,57516.558244
102.85,57,57517.295254
105.1,102,57518.663086
102.65,53,57519.526441
103.5,70,57520.509236
102.2,44,57521.130618
102.85,57,57522.037851
102.85,57,57522.945042
100.05,1,57522.960337
104.4,88,57524.375216
103.95,79,57525.452186
103.0,62,57526.261718
103.35,67,57527.133057
100.05,1,57527.149595
103.8,76,57528.154295
104.75,95,57529.399414
102.75,55,57530.172874
103.8,76,57531.244718
103.5,72,57532.215872
103.75,77,57533.197568
104.05,81,57534.249849
102.75,55,57534.963705
103.2,64,57535.787484
103.25,65,57536.65131
101.35,27,57537.076786
103.4,68,57538.261457
104.35,89,57539.687659
103.6,72,57540.790764
102.85,57,57541.557863
102.8,56,57542.337655
102.85,57,57543.078063
104.0,82,57544.156593
102.35,47,57544.767279
104.4,88,57545.954097
101.9,38,57546.593005
103.0,60,57547.444909
103.25,65,57548.304241
104.5,90,57549.45685
102.5,53,57550.137142
103.4,68,57551.025284
103.6,72,57552.106495
100.05,1,57552.123532
104.15,84,57553.291128
102.1,42,57553.985254
104.4,88,57555.403143
103.45,69,57556.507071
105.65,113,57558.118799
102.65,53,57558.818156
104.4,88,57559.994588
102.85,57,57560.742184
103.05,61,57561.531108
103.3,68,57562.406388
100.05,1,57562.418904
104.45,89,57563.569664
102.7,54,57564.387353
105.65,113,57565.869992
103.35,68,57566.731193
104.25,85,57567.883054
104.75,95,57569.182012
101.25,25,57569.552007
104.1,82,57570.83998
103.85,77,57572.10228
102.3,46,57572.811654
103.3,66,57573.809951
104.2,84,57574.942932
103.2,64,57575.803408
102.6,52,57576.474542
103.45,69,57577.384622
104.95,108,57578.772221
105.55,111,57580.200765
103.15,63,57581.007454
102.45,49,57581.630678
104.5,90,57582.849545
100.0,1,57582.868595
103.95,79,57583.966415
103.65,73,57585.108945
102.3,47,57585.817723
103.4,68,57586.894276
104.8,96,57588.421082
104.6,93,57589.657558
100.0,1,57589.670084
103.75,75,57590.665983
102.3,46,57591.407211
102.1,42,57591.983176
102.5,50,57592.663152
103.2,64,57593.517233
104.0,80,57594.543972
103.45,69,57595.407062
102.2,44,57595.956257
103.15,64,57596.767285
105.05,101,57598.063081
104.0,80,57599.102259
103.55,72,57600.034789
103.3,66,57601.025286
103.85,78,57602.245654
104.1,82,57603.646439
103.5,71,57604.684372
100.0,1,57604.704418
105.25,105,57606.063902
105.1,102,57607.380247
101.5,30,57607.765292
103.5,71,57608.678729
101.75,35,57609.127929
104.35,91,57610.288064
101.3,27,57610.628586
101.5,30,57611.034445
104.7,96,57612.406662
102.85,57,57613.163772
104.6,93,57614.396693
103.5,70,57615.306178
105.7,114,57616.800638
103.85,77,57617.984801
105.9,118,57619.999299
103.75,75,57621.102015
104.05,81,57622.168624
102.6,52,57622.848395
103.15,69,57623.74658
103.4,68,57624.635457
101.45,29,57625.013814
102.75,55,57625.721035
103.3,66,57626.585764
104.8,96,57627.926068
102.1,42,57628.534991
104.2,84,57629.63496
102.6,53,57630.313753
104.2,87,57631.437254
104.5,90,57632.618713
102.55,53,57633.395598
103.95,79,57634.675828
103.25,65,57635.678011
105.85,117,57637.36566
103.05,61,57638.155321
104.05,81,57639.351364
104.3,86,57640.491377
103.5,72,57641.43332
105.5,111,57642.887719
102.5,50,57643.53352
103.25,66,57644.387301
102.0,40,57644.895683
100.05,1,57644.909214
102.7,54,57645.727053
104.05,82,57646.857087
103.35,67,57647.73491
102.95,60,57648.52531
101.9,38,57649.028774
102.8,56,57649.961756
105.15,106,57651.645248
104.15,83,57652.854274
105.65,113,57654.348155
104.25,85,57655.592861
104.45,89,57656.807648
102.25,45,57657.388956
101.2,24,57657.700662
102.75,55,57658.414922
105.8,116,57659.903397
102.7,54,57660.593315
104.25,85,57661.683338
104.35,87,57662.806869
104.6,92,57664.072093
101.6,32,57664.488959
103.2,64,57665.529417
104.15,83,57666.927425
102.75,55,57667.785598
103.0,60,57668.727789
102.15,43,57669.298294
104.95,99,57670.610014
104.1,82,57671.684741
100.05,1,57671.697274
103.1,62,57672.629725
103.05,61,57673.564113
100.9,18,57673.808215
102.75,58,57674.554569
103.85,77,57675.540242
103.9,78,57676.550997
103.6,72,57677.483152
104.6,92,57678.659859
104.55,91,57679.889246
104.8,96,57681.188731
100.05,1,57681.202775
102.55,51,57682.05891
103.0,60,57683.03116
102.8,56,57683.913574
105.05,101,57685.397428
102.95,59,57686.179662
104.25,85,57687.290447
103.85,77,57688.319673
104.85,97,57689.608509
103.8,76,57690.595121
104.0,80,57691.612871
103.35,68,57692.486835
103.95,79,57693.657071
103.35,68,57694.550128
102.75,55,57695.272252
103.15,63,57696.184323
104.3,86,57697.366604
103.75,75,57698.565123
103.25,65,57699.597044
102.2,44,57700.379104
103.35,67,57701.335338
103.15,65,57702.213526
103.75,75,57703.185899
104.15,85,57704.304445
104.2,84,57705.415382
102.35,47,57706.038047
103.3,66,57706.892058
104.3,86,57708.015362
105.1,102,57709.483091
103.3,66,57710.361671
103.8,76,57711.332833
103.05,61,57712.193438
103.55,71,57713.143171
103.3,66,57714.148838
103.75,77,57715.331884
105.65,114,57717.012163
104.2,84,57718.118339
100.7,14,57718.295575
104.1,82,57719.354714
103.3,66,57720.310067
102.2,44,57720.985323
102.45,49,57721.629676
103.0,60,57722.405627
102.45,49,57723.053567
104.5,90,57724.207275
104.15,83,57725.275145
103.5,70,57726.186031
103.65,73,57727.207918
103.25,65,57728.207444
100.05,1,57728.220967
104.6,96,57729.616131
103.05,61,57730.539527
104.6,92,57731.968875
103.15,63,57732.892851
102.9,60,57733.668543
103.25,65,57734.513935
104.5,90,57735.697106
103.25,65,57736.691118
104.85,114,57738.279378
103.7,74,57739.239252
103.55,71,57740.134863
106.5,130,57741.75791
104.2,84,57742.835443
104.65,93,57744.098126
104.35,87,57745.302851
103.55,74,57746.463215
104.75,95,57748.102111
102.1,42,57748.739238
103.55,72,57749.666066
103.15,63,57750.5295
103.9,78,57751.533959
103.05,61,57752.324714
103.1,62,57753.126314
104.05,81,57754.290817
104.3,86,57755.47613
102.8,56,57756.232854
103.45,69,57757.199795
100.75,15,57757.414406
103.1,62,57758.21808
103.6,72,57759.169934
102.25,45,57759.839112
103.6,72,57760.779595
100.05,1,57760.79212
103.45,69,57761.882874
105.0,100,57763.567408
102.05,41,57764.257209
103.7,74,57765.34629
104.25,85,57766.466349
104.1,82,57767.532753
103.4,68,57768.415967
102.95,59,57769.181619
104.45,90,57770.359462
104.0,80,57771.36063
104.2,84,57772.411895
106.0,120,57773.971058
104.35,87,57775.271741
104.3,86,57776.509365
104.45,89,57777.802896
105.6,150,57780.185713
103.9,78,57781.379635
103.65,73,57782.461198
103.6,72,57783.420002
103.0,60,57784.215722
-993.75,294,57788.043564
100.0,1,57788.057083
103.5,72,57788.96164
105.7,114,57790.407949
103.3,68,57791.412772
103.7,76,57792.423855
101.95,43,57792.975268
103.45,69,57794.030207
104.1,82,57795.17832
103.45,69,57796.193926
103.85,77,57797.267459
102.65,53,57798.117752
103.85,77,57799.115447
104.05,82,57800.162198
103.25,65,57800.991351
103.75,75,57802.070133
101.75,35,57802.540813
103.65,73,57803.464957
105.45,109,57804.859762
100.0,1,57804.872802
102.65,53,57805.564141
100.0,1,57805.577679
103.15,63,57806.383393
105.0,100,57807.726285
103.35,67,57808.65897
100.05,1,57808.679668
103.35,68,57809.771448
100.05,1,57809.785467
103.3,68,57810.880428
104.0,80,57812.105716
101.95,39,57812.70369
103.45,69,57813.609048
104.5,90,57814.788029
101.7,34,57815.222906
104.4,88,57816.366981
101.8,36,57816.845532
105.75,115,57818.539542
101.7,34,57819.079608
102.95,59,57819.82664
103.75,75,57820.767853
103.25,65,57821.594874
104.2,84,57822.681183
103.55,71,57823.649072
103.25,67,57824.569817
103.2,65,57825.529491
101.5,30,57825.999559
103.75,76,57827.177243
101.85,37,57827.811758
102.05,41,57828.486887
101.2,24,57828.818614
104.2,84,57830.057638
101.35,27,57830.404687
100.05,1,57830.421215
105.2,105,57831.827545
103.75,80,57832.872828
102.15,43,57833.457219
101.85,37,57833.937169
102.95,59,57834.709622
104.6,92,57836.012921
103.6,72,57836.950416
102.8,56,57837.666159
103.95,79,57838.685406
104.15,83,57839.725819
102.15,43,57840.266969
104.95,99,57841.611502
104.1,82,57842.761232
103.9,78,57843.975521
102.5,50,57844.726461
104.9,99,57846.173166
102.2,45,57846.74738
103.8,79,57847.755668
105.2,105,57849.105296
104.05,81,57850.195604
103.15,64,57851.000664
104.2,84,57852.053472
103.8,76,57853.006182
104.1,82,57854.061454
104.45,89,57855.209054
102.5,50,57855.848592
103.65,73,57856.972756
105.35,107,57858.633556
103.15,63,57859.625543
103.05,61,57860.59041
-996.3,243,57863.970362
103.95,80,57865.029043
105.25,105,57866.385233
104.3,87,57867.498936
101.4,30,57867.880991
101.6,32,57868.293077
102.25,45,57868.871975
102.55,53,57869.548359
103.9,78,57870.546976
100.0,1,57870.563012
103.45,70,57871.55072
103.75,75,57872.690721
103.35,67,57873.75064
102.15,45,57874.50685
102.6,52,57875.349761
104.25,85,57876.706792
105.05,101,57878.030783
103.75,75,57879.035631
103.6,72,57880.010062
103.8,76,57881.031986
101.85,37,57881.522011
105.55,111,57882.996886
103.2,64,57883.959823
105.05,102,57885.274249
101.0,20,57885.529456
104.5,90,57886.709546
104.15,83,57887.892923
103.55,71,57888.849627
104.3,86,57890.281457
102.95,61,57891.279033
103.25,65,57892.311191
103.15,63,57893.162195
103.5,71,57894.091863
102.8,56,57894.847314
105.75,117,57896.384614
101.7,36,57896.844232
104.8,97,57898.113847
103.65,73,57899.095376
102.75,55,57899.887359
103.9,81,57900.973195
103.8,76,57901.944816
102.95,59,57902.701305
102.75,57,57903.421149
104.05,82,57904.533314
100.55,11,57904.67521
104.5,90,57906.057637
103.75,75,57907.237178
101.75,35,57907.805358
104.2,84,57909.009224
102.95,59,57909.795371
102.65,53,57910.626313
104.0,80,57911.718514
102.15,43,57912.292968
102.85,59,57913.075112
104.1,82,57914.14902
103.6,72,57915.082736
103.8,76,57916.051327
103.4,70,57917.004728
104.3,86,57918.25052
103.7,76,57919.286512
104.05,81,57920.381524
102.9,58,57921.212985
103.35,67,57922.280936
103.7,74,57923.416085
104.75,95,57924.868941
103.7,74,57925.84905
104.2,84,57927.107342
102.55,51,57927.807853
101.9,38,57928.298177
103.9,78,57929.33828
102.3,47,57929.959043
105.4,114,57931.413832
103.9,78,57932.391608
105.35,107,57933.734731
102.5,50,57934.361467
103.2,65,57935.17555
104.0,80,57936.174734
100.05,1,57936.194785
103.8,76,57937.308195
103.35,67,57938.407514
104.0,80,57939.646849
104.8,96,57941.082027
103.6,74,57942.10851
102.25,46,57942.710536
100.05,1,57942.72355
103.0,60,57943.505201
104.65,93,57944.898777
103.45,69,57945.8253
104.05,81,57946.880225
106.25,126,57948.508387
102.15,43,57949.062984
102.45,49,57949.688746
103.2,65,57950.516916
102.8,56,57951.239364
103.8,76,57952.213948
102.95,59,57952.976997
102.45,49,57953.829058
103.55,71,57954.992811
104.1,82,57956.26269
104.35,87,57957.455438
102.9,58,57958.203002
102.45,51,57958.861239
101.85,37,57959.333046
103.05,62,57960.125706
104.3,86,57961.227178
102.65,53,57961.901599
102.35,50,57962.52798
103.35,67,57963.367851
104.85,97,57964.74989
102.5,50,57965.414523
103.45,70,57966.32147
103.75,75,57967.293567
102.8,56,57968.014086
101.55,31,57968.431089
103.05,61,57969.277353
103.4,68,57970.328509
102.75,55,57971.22716
102.35,47,57972.036307
100.05,1,57972.053339
105.6,114,57973.71405
102.65,53,57974.397034
104.0,80,57975.452123
102.95,59,57976.233484
107.2,144,57978.129464
103.35,68,57979.004273
103.3,66,57979.85438
100.0,1,57979.866902
103.9,78,57981.008322
101.25,25,57981.337047
102.15,43,57981.927418
105.15,141,57983.792736
104.85,97,57985.084343
101.4,28,57985.518192
102.75,55,57986.374237
103.85,77,57987.576417
102.45,50,57988.405913
103.5,70,57989.332861
102.9,58,57990.099587
103.75,77,57991.089494
104.05,81,57992.283441
101.75,40,57992.819027
103.85,79,57993.874504
102.8,56,57994.619601
101.8,36,57995.088109
102.9,58,57995.828673
100.0,1,57995.846732
102.0,40,57996.359541
103.05,62,57997.155197
102.05,41,57997.676549
103.9,112,57999.398639
104.0,80,58000.484916
102.9,58,58001.298589
102.5,50,58002.086397
104.4,88,58003.578137
103.95,79,58004.926555
105.8,116,58006.714595
103.4,71,58007.920406
105.25,105,58009.591117
103.85,78,58010.800791
104.95,99,58012.157436
103.9,78,58013.211193
104.35,87,58014.412963
102.25,45,58015.061899
104.95,99,58016.671141
101.85,37,58017.290729
103.5,72,58018.473753
103.7,74,58019.798494
102.2,44,58020.543024
103.5,70,58021.677252
104.15,83,58023.007294
103.9,78,58024.238824
105.45,109,58026.024559
103.45,69,58027.196537
101.65,33,58027.695571
102.55,51,58028.410439
102.4,48,58029.047951
102.6,52,58029.835892
102.85,57,58030.664593
103.25,65,58031.665688
103.35,67,58032.685202
103.7,76,58033.964595
47.95,1200,58053.183358
104.2,84,58054.492673
104.0,80,58055.772677
103.05,61,58056.695202
102.65,53,58057.534712
103.45,70,58058.633206
100.05,1,58058.649753
103.8,76,58059.801592
102.9,58,58060.716164
102.0,40,58061.361918
103.25,65,58062.420705
104.3,86,58063.784801
103.8,76,58064.987267
103.15,65,58066.118135
105.6,112,58068.03677
104.05,81,58069.339999
105.0,100,58070.897004
103.8,76,58072.023578
103.05,62,58073.001067
101.3,26,58073.451971
102.15,43,58074.180821
104.35,87,58075.505928
102.15,43,58076.16901
105.5,110,58077.684891
103.55,71,58078.637667
105.4,145,58080.966306
104.1,82,58082.371195
100.05,1,58082.388234
102.05,42,58083.112948
104.65,93,58084.67194
102.9,58,58085.568708
102.75,55,58086.417174
103.25,65,58087.411444
104.4,88,58088.740353
104.45,89,58090.192783
104.1,82,58091.420069
40.45,1200,58109.915679
104.2,84,58111.102957
103.75,75,58112.24764
104.0,80,58113.543043
103.0,62,58114.579603
103.8,76,58115.860295
102.45,49,58116.708749
104.5,90,58118.185228
104.1,82,58119.426241
104.1,82,58120.66593
102.6,53,58121.480707
103.25,66,58122.534662
104.0,80,58123.67569
102.05,41,58124.231706
103.3,66,58125.092964
101.6,32,58125.51762
104.05,81,58126.649738
102.65,53,58127.442679
103.0,60,58128.472759
103.85,77,58129.687651
103.45,69,58130.865881
103.3,66,58131.976408
105.45,109,58133.676163
102.1,43,58134.381368
104.35,87,58135.852065
102.8,56,58136.731266
102.7,54,58137.56285
103.0,61,58138.506955
104.55,92,58139.801445
103.05,61,58140.627669
102.45,50,58141.326105
103.15,65,58142.284754
103.7,74,58143.368362
103.1,62,58144.393371
104.0,80,58145.760104
101.5,30,58146.264781
104.85,97,58147.948469
104.4,88,58149.405072
103.25,65,58150.444372
103.75,75,58151.609089
104.05,81,58152.873025
100.05,1,58152.886566
102.85,57,58153.758905
102.85,57,58154.647831
103.0,60,58155.64379
103.5,72,58156.68822
103.15,63,58157.611337
103.4,69,58158.640493
101.1,22,58158.96726
104.1,82,58160.245703
103.85,77,58161.461164
104.3,86,58163.009732
103.85,78,58164.339222
103.6,72,58165.478017
101.8,36,58166.031403
103.0,60,58166.958347
103.1,64,58167.934641
104.75,95,58169.455057
104.75,95,58170.868475
100.05,1,58170.886494
105.15,148,58173.136497
103.65,74,58174.161684
104.3,86,58175.33146
104.15,83,58176.554876
103.1,62,58177.558996
102.75,55,58178.481865
103.5,70,58179.649867
103.85,77,58180.924409
104.8,96,58182.501076
103.6,72,58183.63054
102.4,48,58184.370392
104.25,85,58185.676425
104.0,82,58186.955146
105.45,154,58189.320822
103.5,70,58190.415432
103.2,64,58191.350029
100.4,8,58191.4714
103.7,74,58192.546415
100.05,1,58192.559941
105.55,116,58194.527963
102.9,61,58195.542752
103.0,60,58196.571574
101.85,37,58197.15585
104.3,86,58198.502055
104.15,83,58199.840909
35.7,1200,58218.680588
104.05,81,58219.894691
103.3,66,58220.841127
104.1,82,58221.961188
104.3,86,58223.150922
103.3,66,58224.157841
103.6,72,58225.286044
102.6,52,58226.261555
104.0,83,58227.677503
103.1,65,58228.779261
103.45,69,58229.847801
102.4,48,58230.590244
103.8,76,58231.775848
104.65,93,58233.251595
102.75,56,58234.099322
102.7,54,58234.980936
103.45,71,58236.017681
104.25,85,58237.344595
103.3,66,58238.301525
104.6,92,58239.675892
103.8,76,58240.820448
103.65,75,58242.028935
103.05,61,58243.053486
102.6,52,58244.047158
102.25,45,58244.843018
103.45,69,58245.919213
103.1,62,58246.890533
104.5,90,58248.267341
103.2,66,58249.284137
103.05,61,58250.215197
104.0,80,58251.312751
105.35,107,58252.885408
104.1,82,58254.111239
103.9,78,58255.294356
106.45,194,58258.384414
104.35,87,58259.890313
103.5,70,58261.043255
104.9,98,58262.486368
103.2,64,58263.446867
104.35,87,58264.891561
100.0,1,58264.905582
100.05,1,58264.920105
103.7,74,58266.056652
100.05,1,58266.075203
103.8,76,58267.23953
100.05,1,58267.256567
102.4,48,58268.012701
100.05,1,58268.03376
102.85,57,58268.862837
103.1,62,58269.688472
103.85,77,58270.901145
103.55,71,58272.041849
103.35,67,58273.080049
102.0,40,58273.801122
104.25,85,58275.268945
102.3,50,58276.135953
100.85,19,58276.452692
102.2,45,58277.193235
104.15,84,58278.470147
103.25,65,58279.461878
104.3,86,58280.84009
102.65,55,58281.719241
103.1,63,58282.693545
103.4,68,58283.631605
104.3,86,58284.789898
104.8,96,58286.075142
103.75,75,58287.131089
102.5,50,58287.903045
103.3,66,58288.838723
105.5,110,58290.651348
101.95,39,58291.416627
103.7,74,58292.706186
101.0,20,58293.045994
103.6,74,58294.235371
101.75,35,58294.757265
102.6,54,58295.614355
103.55,71,58296.716821
103.8,76,58297.977299
104.9,98,58299.426103
102.7,54,58300.194837
103.7,74,58301.174377
100.05,1,58301.188902
103.95,79,58302.300623
103.6,72,58303.432703
104.4,89,58304.70938
104.65,93,58306.226908
102.95,61,58307.220787
102.2,44,58308.019134
103.55,71,58309.165388
103.05,61,58310.070819
101.05,21,58310.384147
102.9,59,58311.263122
102.8,56,58312.077578
106.05,123,58313.921748
103.9,80,58315.076473
103.35,67,58315.994136
102.85,57,58316.739491
104.15,83,58317.827774
105.0,100,58319.283012
103.85,77,58320.317659
102.45,50,58320.992841
102.7,55,58321.824247
102.5,50,58322.620974
102.3,46,58323.361947
101.2,24,58323.716841
102.65,56,58324.609889
102.8,57,58325.495593
102.9,58,58326.325898
103.05,62,58327.125379
102.95,59,58327.89614
103.75,77,58328.882962
103.45,69,58329.800879
104.05,81,58330.834763
104.2,84,58331.885043
103.95,81,58332.909321
103.05,61,58333.725313
102.8,56,58334.520367
100.0,1,58334.5374
101.9,42,58335.173398
103.4,68,58336.163691
103.45,69,58337.077811
103.05,61,58338.047348
104.4,91,58339.4334
103.8,76,58340.646133
104.25,85,58341.750822
103.5,70,58342.670026
103.85,77,58343.704389
103.1,63,58344.534622
102.7,54,58345.236517
102.6,52,58346.034449
103.7,74,58346.997097
104.5,90,58348.174301
102.55,54,58348.864831
101.15,33,58349.288
101.45,29,58349.658536
101.65,33,58350.08849
104.0,80,58351.118301
104.25,85,58352.256242
102.9,60,58353.160758
103.0,60,58354.116673
108.35,277,58358.15714
100.05,1,58358.171671
103.5,70,58359.074541
105.5,110,58360.524116
104.6,92,58361.841246
104.2,84,58362.994161
105.3,106,58364.364325
101.65,33,58364.79501
101.9,38,58365.278293
101.75,36,58365.739049
102.95,59,58366.496125
103.95,79,58367.525374
100.05,1,58367.53891
104.1,82,58368.593799
103.1,64,58369.471058
102.85,58,58370.32674
-999.55,524,58377.52563
102.15,43,58378.064769
101.8,43,58378.604404
103.3,66,58379.566917
103.65,73,58380.566102
104.25,85,58381.654814
103.5,70,58382.545772
102.2,44,58383.124795
103.55,71,58384.031136
102.85,57,58384.751493
103.2,64,58385.65095
102.4,48,58386.368526
103.15,63,58387.381155
105.3,106,58389.093785
102.85,57,58389.867316
103.55,71,58390.819305
102.95,59,58391.559336
103.05,61,58392.323429
104.5,92,58393.494558
103.65,73,58394.437617
104.8,97,58395.69305
104.45,89,58396.865274
103.95,79,58397.881518
104.25,85,58398.975964
101.3,26,58399.310349
102.1,42,58399.986302
103.55,71,58400.984614
102.95,59,58401.892908
103.7,74,58403.050144
103.75,77,58404.251512
104.5,90,58405.532861
103.55,74,58406.616345
103.45,70,58407.621199
101.85,37,58408.109535
103.45,69,58409.004092
101.4,28,58409.374369
102.8,56,58410.109861
103.8,76,58411.087304
104.65,95,58412.300033
103.4,70,58413.199
102.35,50,58413.833733
105.5,112,58415.268869
102.4,48,58415.991876
103.25,65,58416.93178
103.05,61,58417.817109
104.7,94,58419.337712
103.8,78,58420.580048
103.45,69,58421.508986
103.75,78,58422.525196
103.6,72,58423.454651
103.6,72,58424.402936
102.2,44,58424.985734
104.65,93,58426.198555
104.3,86,58427.448189
104.1,82,58428.500494
104.0,82,58429.577283
103.45,70,58430.470354
104.35,87,58431.610189
103.25,66,58432.515198
103.95,79,58433.688578
103.1,63,58434.765659
102.55,51,58435.626602
102.7,54,58436.462645
103.5,70,58437.450342
103.7,74,58438.432748
103.25,66,58439.285075
103.5,71,58440.196201
104.2,85,58441.28925
103.05,61,58442.08134
103.6,72,58443.108056
103.45,69,58444.097806
101.95,42,58444.653048
103.1,62,58445.446625
103.55,71,58446.352956
103.7,75,58447.308978
103.55,74,58448.285385
103.9,79,58449.362882
101.4,28,58449.800802
104.0,80,58451.058821
100.05,1,58451.079876
101.35,27,58451.498182
104.15,83,58452.779121
103.4,68,58453.667289
100.05,1,58453.685329
103.55,71,58454.750494
102.9,58,58455.511895
102.9,58,58456.266893
102.5,50,58456.933297
103.65,73,58457.89775
102.4,50,58458.552725
104.6,92,58459.732947
102.15,43,58460.288416
102.7,57,58461.144011
103.25,65,58462.054146
103.45,69,58462.937033
102.9,59,58463.710631
100.5,10,58463.8376
104.35,87,58464.969631
100.05,1,58464.982955
103.0,60,58465.92744
102.25,45,58466.631663
101.8,37,58467.216379
100.65,13,58467.421853
103.45,70,58468.578179
26.25,1200,58485.048451
103.65,73,58486.009119
102.6,52,58486.674872
105.5,156,58488.901913
103.8,77,58489.901232
102.95,59,58490.678899
100.05,1,58490.693944
102.55,51,58491.349228
102.9,60,58492.124329
104.9,98,58493.376294
100.05,1,58493.389819
103.15,65,58494.22421
102.0,40,58494.737585
102.7,54,58495.443942
102.8,56,58496.179648
103.75,75,58497.335662
101.55,31,58497.860654
102.9,58,58498.793856
102.8,57,58499.678054
100.0,1,58499.699118
100.0,1,58499.717194
103.25,65,58500.770418
103.85,77,58501.777584
104.2,84,58502.905769
102.7,54,58503.61032
103.75,78,58504.635729
103.25,66,58505.505545
102.25,45,58506.09752
104.35,87,58507.220824
103.3,66,58508.064603
103.55,73,58509.139681
103.7,74,58510.090072
102.95,59,58510.848673
104.2,84,58511.91138
102.4,52,58512.565849
102.5,50,58513.24497
103.1,62,58514.179924
103.3,66,58515.306121
103.45,70,58516.378073
103.05,62,58517.41351
103.85,78,58518.452814
103.3,66,58519.29135
103.9,80,58520.297506
102.4,48,58520.909782
100.0,1,58520.921293
102.8,56,58521.621113
103.75,75,58522.561316
103.4,68,58523.437833
104.9,98,58525.084261
102.25,49,58525.744761
104.15,85,58526.840179
103.7,74,58527.94086
103.85,77,58528.939611
103.55,71,58530.021102
102.55,51,58530.894992
103.45,69,58532.021769
104.5,90,58533.313203
101.75,35,58533.787873
105.75,118,58535.380925
102.1,46,58536.065147
101.85,37,58536.541446
102.8,56,58537.291541
